Record_ID,Date,Station_Name,Region,Latitude,Longitude,Reef_Zone,Depth_m,SST_degC,SST_Anomaly_degC,DHW_degC_weeks,pH_total,Aragonite_Saturation_Omega,Turbidity_NTU,PAR_umol_m2_s,Live_Coral_Cover_Pct,Macroalgae_Cover_Pct,Structural_Rugosity,Shannon_Diversity_H,Bleaching_Severity_Pct,Coral_Cover_Loss_Pct,Bleaching_Risk,Data_Source_Type,Scientific_Attribution
2389,2023-01-12,Belize_Barrier_05,Caribbean,17.1384,-87.89413,Fore Reef,15.03,26.48,0.34,0.0,8.086,3.61,0.21,1135.2,29.08,34.92,1.86,2.52,8.02,9.65,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2390,2023-01-15,Belize_Barrier_05,Caribbean,17.14202,-87.90142,Fore Reef,14.55,26.15,-0.03,0.0,8.125,3.92,0.73,1074.6,30.25,29.71,1.91,2.59,5.33,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2391,2023-01-19,Belize_Barrier_05,Caribbean,17.14889,-87.90722,Fore Reef,15.31,26.43,0.19,0.0,8.099,3.7,1.12,1003.6,31.95,30.84,1.87,2.54,3.88,7.56,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2392,2023-01-20,Belize_Barrier_05,Caribbean,17.15111,-87.90251,Fore Reef,15.04,26.77,0.52,0.0,8.043,3.45,0.43,1058.9,31.43,34.29,1.87,2.54,9.28,7.02,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2393,2023-02-16,Belize_Barrier_05,Caribbean,17.14581,-87.89387,Fore Reef,14.94,27.02,0.19,0.0,8.103,3.75,0.19,1325.0,30.23,35.29,1.87,2.53,8.82,8.71,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2394,2023-02-17,Belize_Barrier_05,Caribbean,17.15849,-87.90782,Fore Reef,14.84,27.41,0.55,0.0,8.06,3.47,1.23,1279.0,31.9,36.21,1.88,2.55,10.31,5.15,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2395,2023-02-22,Belize_Barrier_05,Caribbean,17.14801,-87.8878,Fore Reef,14.56,27.13,0.13,0.0,8.065,3.51,0.3,1364.3,31.02,38.61,1.89,2.57,5.62,3.51,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2396,2023-03-02,Belize_Barrier_05,Caribbean,17.13714,-87.91315,Fore Reef,15.37,27.04,-0.18,0.0,8.096,3.76,0.36,1395.3,33.19,32.97,1.88,2.54,1.87,6.44,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2397,2023-03-03,Belize_Barrier_05,Caribbean,17.14076,-87.9083,Fore Reef,15.21,27.56,0.3,0.0,8.041,3.27,0.26,1530.5,30.83,38.17,1.83,2.47,12.25,15.59,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2398,2023-03-07,Belize_Barrier_05,Caribbean,17.13596,-87.90522,Fore Reef,15.29,27.8,0.43,0.0,8.043,3.3,0.39,1452.6,30.05,44.28,1.9,2.59,9.83,1.03,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2399,2023-03-11,Belize_Barrier_05,Caribbean,17.14951,-87.90126,Fore Reef,15.31,28.02,0.53,0.0,8.051,3.41,0.44,1517.4,30.65,31.03,1.86,2.52,13.75,10.08,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2400,2023-03-26,Belize_Barrier_05,Caribbean,17.15738,-87.89256,Fore Reef,14.75,27.77,-0.18,0.0,8.089,3.61,0.36,1654.6,32.48,32.23,1.87,2.53,11.83,8.31,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2401,2023-03-27,Belize_Barrier_05,Caribbean,17.1577,-87.89071,Fore Reef,15.01,28.26,0.27,0.0,8.026,3.12,1.13,1626.1,33.51,25.98,1.87,2.54,9.6,6.7,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2402,2023-04-05,Belize_Barrier_05,Caribbean,17.14266,-87.89577,Fore Reef,15.41,28.3,0.05,0.0,8.067,3.43,0.29,1605.8,30.2,35.24,1.88,2.55,8.55,6.04,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2403,2023-04-11,Belize_Barrier_05,Caribbean,17.15621,-87.90359,Fore Reef,14.95,28.43,-0.01,0.0,8.048,3.24,0.24,1700.7,30.8,35.99,1.89,2.56,7.57,3.84,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2404,2023-04-12,Belize_Barrier_05,Caribbean,17.15738,-87.90336,Fore Reef,14.95,28.72,0.26,0.0,8.08,3.58,0.54,1648.1,33.53,33.77,1.9,2.59,1.62,0.53,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2405,2023-04-24,Belize_Barrier_05,Caribbean,17.13557,-87.91323,Fore Reef,15.42,28.87,0.07,0.0,8.048,3.24,0.46,1789.4,30.01,37.67,1.87,2.53,8.39,8.32,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2406,2023-05-03,Belize_Barrier_05,Caribbean,17.15141,-87.90119,Fore Reef,14.52,29.32,0.31,0.11,8.034,3.1,2.33,1748.2,29.65,36.52,1.84,2.49,12.35,13.7,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2407,2023-05-15,Belize_Barrier_05,Caribbean,17.13962,-87.91498,Fore Reef,15.14,29.55,0.29,0.24,8.025,3.07,0.49,1877.4,32.35,38.86,1.86,2.52,12.53,9.43,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2408,2023-05-20,Belize_Barrier_05,Caribbean,17.14361,-87.89692,Fore Reef,14.75,29.39,0.04,0.14,8.073,3.41,0.42,1936.5,32.03,27.56,1.91,2.59,4.23,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2409,2023-05-28,Belize_Barrier_05,Caribbean,17.14514,-87.89449,Fore Reef,15.06,29.43,-0.03,0.34,8.048,3.29,2.56,1831.6,30.13,47.03,1.87,2.53,9.04,8.58,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2410,2023-05-30,Belize_Barrier_05,Caribbean,17.14487,-87.89592,Fore Reef,14.54,29.74,0.26,1.06,8.04,3.19,0.93,1886.4,31.56,35.05,1.89,2.56,4.79,4.39,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2411,2023-06-01,Belize_Barrier_05,Caribbean,17.16171,-87.89254,Fore Reef,14.78,29.81,0.3,0.41,8.023,3.17,0.94,1840.4,31.3,27.96,1.87,2.53,12.52,8.1,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2412,2023-06-05,Belize_Barrier_05,Caribbean,17.14014,-87.89504,Fore Reef,15.3,29.73,0.19,0.48,8.026,2.98,0.82,1868.0,31.93,37.36,1.87,2.54,11.5,6.8,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2413,2023-06-09,Belize_Barrier_05,Caribbean,17.14807,-87.88576,Fore Reef,14.65,30.11,0.54,1.43,8.08,3.41,0.35,1900.6,31.96,42.22,1.88,2.54,10.39,6.51,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2414,2023-06-29,Belize_Barrier_05,Caribbean,17.15154,-87.88992,Fore Reef,15.19,29.97,0.39,1.18,8.023,3.07,1.05,1751.9,32.01,46.91,1.87,2.53,13.75,8.45,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2415,2023-07-07,Belize_Barrier_05,Caribbean,17.16491,-87.90158,Fore Reef,14.77,29.45,-0.07,0.15,8.012,3.09,0.41,1711.9,30.51,43.01,1.9,2.59,8.66,0.52,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2416,2023-07-20,Belize_Barrier_05,Caribbean,17.14344,-87.9069,Fore Reef,14.73,31.34,1.97,14.88,7.993,2.84,0.48,1738.6,20.09,55.16,1.53,1.99,97.11,78.1,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2417,2023-07-21,Belize_Barrier_05,Caribbean,17.16023,-87.91218,Fore Reef,15.39,32.29,2.93,21.5,7.974,2.66,0.99,1812.5,22.62,53.15,1.53,1.99,99.41,78.15,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2418,2023-07-24,Belize_Barrier_05,Caribbean,17.14256,-87.89047,Fore Reef,15.45,31.88,2.57,18.21,8.038,3.08,0.57,1659.5,21.94,56.24,1.53,1.98,96.84,78.81,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2419,2023-08-06,Belize_Barrier_05,Caribbean,17.14408,-87.89291,Fore Reef,14.77,31.06,2.01,14.99,8.056,3.23,0.97,1678.4,21.02,37.68,1.48,1.9,100.0,89.43,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2420,2023-08-07,Belize_Barrier_05,Caribbean,17.15428,-87.90006,Fore Reef,14.61,30.7,1.68,14.17,8.045,3.21,0.8,1652.5,20.7,39.37,1.57,2.04,98.77,71.4,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2421,2023-08-23,Belize_Barrier_05,Caribbean,17.15538,-87.89332,Fore Reef,15.05,30.66,2.04,14.64,8.029,3.09,1.01,1520.5,21.45,53.29,1.53,1.98,96.95,78.61,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2422,2023-08-28,Belize_Barrier_05,Caribbean,17.13908,-87.90697,Fore Reef,15.39,31.68,3.19,21.5,8.01,2.98,0.47,1363.7,21.44,37.09,1.53,1.98,100.0,79.12,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2423,2023-09-08,Belize_Barrier_05,Caribbean,17.1436,-87.89323,Fore Reef,14.89,30.68,2.52,14.15,8.032,3.05,0.49,1385.8,23.97,31.11,1.54,2.0,98.37,76.15,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2424,2023-10-22,Belize_Barrier_05,Caribbean,17.14583,-87.90438,Fore Reef,14.97,27.26,0.41,0.0,8.065,3.48,0.82,1063.3,32.51,38.26,1.86,2.52,12.37,9.92,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2425,2023-10-23,Belize_Barrier_05,Caribbean,17.15091,-87.89833,Fore Reef,15.05,27.13,0.3,0.0,8.055,3.47,0.96,1040.8,32.58,34.55,1.88,2.55,10.52,5.8,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2426,2023-10-27,Belize_Barrier_05,Caribbean,17.14009,-87.89263,Fore Reef,15.02,27.2,0.48,0.0,8.056,3.35,0.46,1111.3,31.97,36.12,1.87,2.53,8.13,7.69,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2427,2023-10-29,Belize_Barrier_05,Caribbean,17.15152,-87.89037,Fore Reef,15.48,26.6,-0.07,0.0,8.06,3.45,0.27,1047.5,30.86,30.98,1.88,2.55,10.01,5.83,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2428,2023-11-16,Belize_Barrier_05,Caribbean,17.14399,-87.90952,Fore Reef,14.66,26.17,-0.13,0.0,8.079,3.67,0.73,1012.4,32.45,38.92,1.9,2.59,3.82,0.77,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2429,2023-11-21,Belize_Barrier_05,Caribbean,17.15994,-87.91156,Fore Reef,14.62,25.97,-0.25,0.0,8.113,3.88,0.75,1015.7,31.03,31.16,1.91,2.59,4.95,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2430,2023-12-29,Belize_Barrier_05,Caribbean,17.15088,-87.8895,Fore Reef,15.42,26.03,0.01,0.0,8.092,3.7,0.54,1095.1,32.85,25.71,1.89,2.56,4.74,3.99,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2431,2023-12-31,Belize_Barrier_05,Caribbean,17.15713,-87.9044,Fore Reef,15.45,26.45,0.41,0.0,8.095,3.9,1.42,1000.2,32.46,36.14,1.91,2.59,10.04,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2432,2024-01-13,Belize_Barrier_05,Caribbean,17.16375,-87.90596,Fore Reef,15.13,26.04,-0.11,0.0,8.056,3.51,0.57,1197.4,30.33,42.74,1.91,2.59,2.19,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2433,2024-01-14,Belize_Barrier_05,Caribbean,17.15468,-87.90517,Fore Reef,15.1,26.32,0.15,0.0,8.09,3.75,1.16,1030.1,33.63,22.55,1.9,2.59,6.13,0.49,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2434,2024-01-15,Belize_Barrier_05,Caribbean,17.15931,-87.90403,Fore Reef,15.29,26.44,0.26,0.0,8.111,3.83,0.55,1088.8,31.5,40.36,1.91,2.59,6.43,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2435,2024-01-27,Belize_Barrier_05,Caribbean,17.15934,-87.90913,Fore Reef,15.12,26.0,-0.38,0.0,8.068,3.49,0.19,1095.3,29.17,29.32,1.82,2.46,8.95,17.51,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2436,2024-01-28,Belize_Barrier_05,Caribbean,17.15538,-87.88979,Fore Reef,15.48,26.76,0.37,0.0,8.072,3.59,0.75,1121.4,32.06,24.13,1.89,2.57,1.02,3.09,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2437,2024-02-04,Belize_Barrier_05,Caribbean,17.16482,-87.9138,Fore Reef,14.76,26.83,0.29,0.0,8.035,3.29,0.92,1218.5,32.9,24.46,1.86,2.52,8.91,8.94,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2438,2024-02-08,Belize_Barrier_05,Caribbean,17.1449,-87.88824,Fore Reef,15.1,27.04,0.41,0.0,8.055,3.4,0.59,1166.0,32.24,39.36,1.85,2.5,8.41,11.74,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2439,2024-02-14,Belize_Barrier_05,Caribbean,17.16096,-87.90058,Fore Reef,15.2,27.12,0.34,0.0,8.064,3.54,0.39,1313.9,31.69,42.68,1.9,2.58,0.04,1.38,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2440,2024-02-15,Belize_Barrier_05,Caribbean,17.15572,-87.89071,Fore Reef,14.9,26.98,0.18,0.0,8.096,3.71,0.29,1366.7,30.63,40.41,1.86,2.52,3.42,9.37,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2441,2024-02-25,Belize_Barrier_05,Caribbean,17.16186,-87.8959,Fore Reef,14.94,27.17,0.1,0.0,8.095,3.75,1.91,1377.0,30.22,38.32,1.89,2.57,5.98,3.45,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2442,2024-02-28,Belize_Barrier_05,Caribbean,17.15652,-87.89879,Fore Reef,15.23,26.86,-0.3,0.0,8.063,3.51,0.5,1402.7,31.14,26.86,1.86,2.52,5.89,9.59,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2443,2024-03-06,Belize_Barrier_05,Caribbean,17.14055,-87.91013,Fore Reef,14.74,27.31,-0.06,0.0,8.106,3.86,2.58,1337.5,32.24,39.45,1.91,2.59,6.63,0.0,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2444,2024-03-15,Belize_Barrier_05,Caribbean,17.1557,-87.90626,Fore Reef,15.32,28.02,0.38,0.0,8.045,3.38,0.65,1608.0,32.23,36.64,1.89,2.57,9.01,2.82,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2445,2024-04-02,Belize_Barrier_05,Caribbean,17.13664,-87.88588,Fore Reef,15.1,28.17,-0.03,0.0,8.029,3.17,0.8,1651.8,31.91,36.93,1.88,2.54,6.64,6.58,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2446,2024-04-19,Belize_Barrier_05,Caribbean,17.13805,-87.88546,Fore Reef,15.31,28.66,-0.03,0.0,8.064,3.45,0.3,1723.9,29.51,42.21,1.84,2.49,10.27,13.27,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2447,2024-04-20,Belize_Barrier_05,Caribbean,17.1394,-87.88906,Fore Reef,14.82,29.14,0.43,0.0,8.056,3.27,0.62,1784.4,27.9,27.98,1.86,2.53,14.18,8.76,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2448,2024-04-22,Belize_Barrier_05,Caribbean,17.16273,-87.9096,Fore Reef,15.47,28.92,0.15,0.0,8.048,3.16,0.36,1812.8,30.15,27.09,1.86,2.52,12.64,9.5,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2449,2024-05-09,Belize_Barrier_05,Caribbean,17.15813,-87.89362,Fore Reef,14.94,29.43,0.27,0.27,8.036,3.21,1.18,1827.0,30.69,38.89,1.84,2.49,11.67,13.92,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2450,2024-05-11,Belize_Barrier_05,Caribbean,17.16178,-87.88544,Fore Reef,15.19,29.51,0.31,0.33,8.035,3.18,0.8,1819.9,32.16,23.67,1.88,2.55,2.32,6.19,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2451,2024-05-23,Belize_Barrier_05,Caribbean,17.15482,-87.89275,Fore Reef,14.72,29.4,-0.01,0.11,8.083,3.53,0.38,1963.9,30.65,26.02,1.85,2.49,11.46,12.82,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2452,2024-06-02,Belize_Barrier_05,Caribbean,17.14693,-87.90104,Fore Reef,15.24,30.04,0.52,0.86,8.055,3.21,1.06,1838.9,29.33,42.5,1.85,2.5,12.0,11.48,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2453,2024-06-13,Belize_Barrier_05,Caribbean,17.15776,-87.89745,Fore Reef,15.23,29.93,0.34,0.74,8.001,2.92,0.57,1868.3,31.47,38.75,1.89,2.57,7.37,3.07,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2454,2024-06-20,Belize_Barrier_05,Caribbean,17.15364,-87.91477,Fore Reef,14.66,29.88,0.28,0.93,8.033,3.06,0.29,1895.3,32.15,33.37,1.88,2.55,9.2,5.31,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2455,2024-06-25,Belize_Barrier_05,Caribbean,17.16329,-87.89685,Fore Reef,14.68,29.52,-0.07,0.28,8.057,3.38,1.09,1905.1,31.61,28.45,1.86,2.52,9.93,9.45,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2456,2024-06-29,Belize_Barrier_05,Caribbean,17.16458,-87.90014,Fore Reef,14.61,30.19,0.61,1.64,8.043,3.19,0.74,1812.3,31.34,39.3,1.86,2.51,9.5,10.69,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2457,2024-07-03,Belize_Barrier_05,Caribbean,17.14465,-87.91474,Fore Reef,15.16,29.48,-0.07,0.35,8.037,3.18,0.14,1846.0,29.17,29.04,1.83,2.46,12.73,16.98,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2458,2024-07-13,Belize_Barrier_05,Caribbean,17.15317,-87.90863,Fore Reef,15.05,29.79,0.34,1.06,8.044,3.11,0.34,1758.4,30.7,26.68,1.86,2.51,10.2,10.55,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2459,2024-07-18,Belize_Barrier_05,Caribbean,17.16331,-87.89559,Fore Reef,14.72,31.2,1.82,13.14,8.024,3.05,0.37,1584.5,24.94,48.64,1.58,2.06,89.22,68.09,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2460,2024-07-21,Belize_Barrier_05,Caribbean,17.14666,-87.91073,Fore Reef,15.11,31.13,1.79,13.28,8.013,2.95,1.12,1604.8,19.93,35.73,1.56,2.04,90.27,71.72,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2461,2024-07-24,Belize_Barrier_05,Caribbean,17.15392,-87.91077,Fore Reef,14.67,31.21,1.92,16.29,8.011,2.99,0.24,1701.6,21.28,37.71,1.56,2.02,98.17,73.62,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2462,2024-07-26,Belize_Barrier_05,Caribbean,17.14519,-87.91323,Fore Reef,14.98,31.89,2.63,21.5,8.037,3.12,2.29,1636.5,21.84,33.47,1.55,2.02,97.81,74.26,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2463,2024-07-28,Belize_Barrier_05,Caribbean,17.16103,-87.89279,Fore Reef,15.22,31.62,2.4,15.45,7.983,2.8,0.61,1615.1,22.27,41.48,1.54,2.0,97.69,76.35,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2464,2024-07-29,Belize_Barrier_05,Caribbean,17.16427,-87.90226,Fore Reef,14.91,31.98,2.78,18.33,8.02,2.96,0.73,1597.9,18.92,37.11,1.52,1.96,100.0,81.96,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2465,2024-07-30,Belize_Barrier_05,Caribbean,17.1363,-87.89577,Fore Reef,14.52,31.29,2.12,17.7,8.014,3.02,0.66,1681.4,20.18,35.69,1.51,1.95,96.72,82.37,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2466,2024-08-04,Belize_Barrier_05,Caribbean,17.1479,-87.90799,Fore Reef,15.38,31.04,1.97,15.24,8.032,3.1,0.95,1558.7,20.38,53.74,1.58,2.06,95.48,68.99,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2467,2024-08-06,Belize_Barrier_05,Caribbean,17.13767,-87.89343,Fore Reef,15.3,32.04,3.02,21.5,8.006,2.91,0.69,1732.4,21.87,50.57,1.55,2.01,97.3,75.34,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2468,2024-08-10,Belize_Barrier_05,Caribbean,17.1383,-87.89475,Fore Reef,14.73,31.26,2.32,21.5,8.022,3.07,0.26,1646.7,19.63,44.37,1.54,1.99,100.0,77.28,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2469,2024-08-13,Belize_Barrier_05,Caribbean,17.16238,-87.89649,Fore Reef,15.44,30.91,2.05,18.6,8.019,3.01,0.35,1634.3,23.27,50.08,1.57,2.05,98.93,69.64,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2470,2024-08-23,Belize_Barrier_05,Caribbean,17.14954,-87.91003,Fore Reef,14.54,30.76,2.16,14.14,8.024,3.03,0.6,1531.9,20.14,40.43,1.55,2.01,93.53,75.4,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2471,2024-08-27,Belize_Barrier_05,Caribbean,17.13916,-87.89852,Fore Reef,15.47,31.39,2.9,21.5,8.018,3.08,1.29,1397.3,21.52,38.64,1.51,1.94,99.7,84.19,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2472,2024-09-05,Belize_Barrier_05,Caribbean,17.16156,-87.89607,Fore Reef,15.44,30.88,2.66,20.17,8.026,3.13,1.43,1375.6,21.94,43.82,1.53,1.98,100.0,78.34,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2473,2024-09-09,Belize_Barrier_05,Caribbean,17.1386,-87.9053,Fore Reef,14.99,30.21,2.11,10.32,8.056,3.3,1.08,1368.3,26.79,37.71,1.72,2.29,59.42,39.38,High,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2474,2024-09-14,Belize_Barrier_05,Caribbean,17.13921,-87.91306,Fore Reef,14.56,29.85,1.91,0.89,8.047,3.2,0.66,1361.5,32.27,35.62,1.88,2.56,8.69,4.98,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
2475,2024-09-18,Belize_Barrier_05,Caribbean,17.16401,-87.89172,Fore Reef,14.61,29.98,2.16,0.56,8.045,3.16,0.76,1222.5,31.35,33.47,1.88,2.55,5.68,6.26,Low,Digital_Twin_Simulated,Resultado obtenido mediante prototipo computacional del gemelo digital
